Time,Ox Man Raw,Ox Man (psi),Fuel Man Raw,Fuel Man (psi),CC Raw,CC (psi),Ox Tank Raw,Ox Tank (psi),Press Tank Raw,Press Tank (psi),Thrust Raw,Thrust (lbf),dP Fuel,dP Ox
1772180,0.971716,-1.98802148,1.004642,2.291375,0.983887,0.75860901,1.016839,3.71999521,1.003412,6.318268,0.244141,22.125331,1.53276599,-2.74663049
1772192,0.976153,-0.91218209,1.004794,2.328896,0.983993,0.78460339,1.013913,2.98150207,1.002511,5.178798,0.244165,22.127754,1.54429261,-1.69678548
1772226,0.974957,-1.20217621,1.003427,1.992705,0.985867,1.24416441,1.012421,2.60493619,1.004193,7.307096,0.247241,22.433132,0.74854059,-2.44634062
1772251,0.97587,-0.9808011,1.003543,2.021221,0.983865,0.75321395,1.013687,2.92446193,1.001822,4.305848,0.244141,22.125331,1.26800705,-1.73401505
1772308,0.975342,-1.10882526,1.003418,1.990453,0.982666,0.45918318,1.014404,3.10542556,1.005859,9.416081,0.244141,22.125331,1.53126982,-1.56800844
1772329,0.974167,-1.39372751,1.003955,2.122528,0.982684,0.46359732,1.012805,2.70185395,1.001514,3.915725,0.244177,22.128966,1.65893068,-1.85732483
1772370,0.976569,-0.81131457,1.002911,1.865882,0.98389,0.7593447,1.014911,3.23338729,1.00271,5.429868,0.244141,22.125331,1.1065373,-1.57065927
1772401,0.977322,-0.62873466,1.005505,2.503745,0.98363,0.6955849,1.015384,3.35276776,1.001459,3.846198,0.245618,22.27196,1.8081601,-1.32431956
1772435,0.976346,-0.86538538,1.004791,2.328145,0.984723,0.96362129,1.011291,2.31973549,1.002722,5.445318,0.244153,22.126542,1.36452371,-1.82900667
1772459,0.97514,-1.1578042,1.005328,2.460221,0.983212,0.59307876,1.015756,3.44665684,1.002939,5.719563,0.246106,22.320433,1.86714224,-1.75088296
1772495,0.975851,-0.98540803,1.003888,2.106019,0.98407,0.8034861,1.013452,2.86515028,1.002658,5.364203,0.242285,21.941134,1.3025329,-1.78889413
1772519,0.975607,-1.04457071,1.003751,2.07225,0.984195,0.83413985,1.011996,2.49767044,1.002832,5.584372,0.24292,22.004149,1.23811015,-1.87871056
1772566,0.972916,-1.69705748,1.005829,2.583291,0.982709,0.46972807,1.016782,3.70560898,1.002212,4.800262,0.244153,22.126542,2.11356293,-2.16678555
1772578,0.973984,-1.43809952,1.006949,2.858697,0.985019,1.03620937,1.012073,2.51710447,1.001535,3.942763,0.244189,22.130178,1.82248763,-2.47430889
1772624,0.974963,-1.20072139,1.004645,2.292125,0.985641,1.18874243,1.013815,2.95676785,1.004608,7.832411,0.244934,22.204099,1.10338257,-2.38946382
1772649,0.972958,-1.68687374,1.005255,2.44221,0.985068,1.04822564,1.012595,2.64885205,1.00459,7.809235,0.244141,22.125331,1.39398436,-2.73509938
1772680,0.972085,-1.89855005,1.004632,2.289123,0.983551,0.67621173,1.012848,2.71270672,1.003079,5.897243,0.24552,22.262266,1.61291127,-2.57476178
1772705,0.977042,-0.69662626,1.004864,2.346156,0.983679,0.70760117,1.014105,3.02996095,1.003192,6.04016,0.246155,22.32528,1.63855483,-1.40422743
1772738,0.975207,-1.14155871,1.00415,2.170556,0.984115,0.81452145,1.014105,3.02996095,1.003601,6.55775,0.24895,22.602786,1.35603455,-1.95608016
1772763,0.976706,-0.77809618,1.004379,2.226838,0.984006,0.78779138,1.012903,2.72658817,1.001965,4.487391,0.247131,22.422226,1.43904662,-1.56588756
1772799,0.969919,-2.42374007,1.005176,2.422699,0.98323,0.5974929,1.010782,2.19126898,1.002823,5.572784,0.244141,22.125331,1.8252061,-3.02123297
1772839,0.975275,-1.12507075,1.003424,1.991954,0.983374,0.63280602,1.011972,2.49161308,1.003345,6.23329,0.245642,22.274384,1.35914798,-1.75787677
1772867,0.975165,-1.15174245,1.005148,2.415945,0.983646,0.69950858,1.015613,3.41056507,1.002307,4.920003,0.244202,22.13139,1.71643642,-1.85125103
1772900,0.974051,-1.42185403,1.004764,2.321392,0.98353,0.6710619,1.012433,2.60796487,1.00318,6.024709,0.244177,22.128966,1.6503301,-2.09291593
1772927,0.97717,-0.6655901,1.00455,2.268862,0.984463,0.89986149,1.015805,3.45902395,1.001623,4.054779,0.244141,22.125331,1.36900051,-1.56545159
1772972,0.972034,-1.91091602,1.004581,2.276366,0.987271,1.58846733,1.012091,2.52164749,1.003363,6.256466,0.244141,22.125331,0.68789867,-3.49938335
1772999,0.97121,-2.1107113,1.003928,2.115775,0.9832,0.590136,1.01351,2.8797889,1.002713,5.43373,0.244141,22.125331,1.525639,-2.7008473
1773022,0.975336,-1.11028008,1.004355,2.220834,0.986246,1.33710658,1.012305,2.57565895,1.0031,5.924282,0.244153,22.126542,0.88372742,-2.44738666
1773068,0.979004,-0.22090012,1.004639,2.290624,0.983887,0.75860901,1.014404,3.10542556,1.000976,3.235905,0.249023,22.610057,1.53201499,-0.97950913
1773095,0.974008,-1.43228024,1.005301,2.453467,0.98508,1.0511684,1.013699,2.92749061,1.00336,6.252603,0.246448,22.354364,1.4022986,-2.48344864
1773111,0.977188,-0.66122564,1.003473,2.003961,0.983493,0.66198839,1.014255,3.06781945,1.002682,5.395104,0.245032,22.213793,1.34197261,-1.32321403
1773147,0.972067,-1.90291451,1.004117,2.162301,0.985556,1.16789788,1.01149,2.3699611,1.003421,6.329856,0.244189,22.130178,0.99440312,-3.07081239
1773179,0.973428,-1.57291284,1.003424,1.991954,0.984149,0.82285927,1.01199,2.4961561,1.003174,6.016984,0.246069,22.316798,1.16909473,-2.39577211
1773203,0.977542,-0.57539126,1.004236,2.191568,0.983203,0.59087169,1.015808,3.45978112,1.003125,5.955182,0.244153,22.126542,1.60069631,-1.16626295
1773241,0.972595,-1.77489035,1.006271,2.692103,0.982687,0.46433301,1.016037,3.51757843,1.002997,5.792953,0.244153,22.126542,2.22776999,-2.23922336
1773265,0.976157,-0.91121221,1.003866,2.100766,0.982928,0.52343344,1.013705,2.92900495,1.004291,7.430699,0.244153,22.126542,1.57733256,-1.43464565
1773302,0.975351,-1.10664303,1.004636,2.289874,0.984247,0.84689181,1.012744,2.68645816,1.003039,5.847029,0.244153,22.126542,1.44298219,-1.95353484
1773338,0.975491,-1.07269723,1.005038,2.38893,0.98764,1.6789572,1.01387,2.9706493,1.002649,5.352615,0.244946,22.20531,0.7099728,-2.75165443
1773375,0.977759,-0.52277527,1.002768,1.830612,0.986301,1.35059423,1.014206,3.05545234,1.004608,7.832411,0.249011,22.608845,0.48001777,-1.8733695
1773422,0.974121,-1.40488113,1.004639,2.290624,0.983887,0.75860901,1.016846,3.72176194,1.003418,6.325993,0.244141,22.125331,1.53201499,-2.16349014
1773443,0.972781,-1.72979093,1.002746,1.825359,0.982666,0.45918318,1.013193,2.79978127,1.002869,5.630723,0.246838,22.393142,1.36617582,-2.18897411
1773468,0.977228,-0.65152684,1.003818,2.088759,0.984341,0.86994343,1.014755,3.19401445,1.003525,6.461184,0.24856,22.564008,1.21881557,-1.52147027
1773500,0.978747,-0.28321491,1.004373,2.225337,0.983945,0.77283235,1.015515,3.38583085,1.00314,5.974496,0.244275,22.138661,1.45250465,-1.05604726
1773529,0.97258,-1.7785274,1.004605,2.282369,0.985187,1.07740801,1.014139,3.03854221,1.003119,5.947457,0.244312,22.142296,1.20496099,-2.85593541
1773566,0.976385,-0.85592905,1.003787,2.081255,0.982675,0.46139025,1.01373,2.9353147,1.00133,3.683968,0.244141,22.125331,1.61986475,-1.3173193
1773589,0.9789,-0.246117,1.004895,2.35366,0.983642,0.69852766,1.014923,3.23641597,1.002878,5.642311,0.24895,22.602786,1.65513234,-0.94464466
1773624,0.975845,-0.98686285,1.00499,2.376923,0.983188,0.58719324,1.014755,3.19401445,1.00134,3.695556,0.244141,22.125331,1.78972976,-1.57405609
1773660,0.976852,-0.74269556,1.004935,2.363416,0.984418,0.88882614,1.014316,3.08321524,1.004333,7.484776,0.245483,22.25863,1.47458986,-1.6315217
1773697,0.970459,-2.29280627,1.003418,1.990453,0.986328,1.35721544,1.011963,2.48934157,1.005859,9.416081,0.244141,22.125331,0.63323756,-3.65002171
1773710,0.9746,-1.288738,1.00452,2.261357,0.983801,0.73751923,1.014371,3.09709669,1.002579,5.263775,0.244153,22.126542,1.52383777,-2.02625723
1773745,0.975601,-1.04602553,1.004126,2.164552,0.984875,1.00089625,1.014004,3.00446956,1.002075,4.626445,0.246204,22.330128,1.16365575,-2.04692178
1773779,0.974686,-1.26788558,1.005868,2.593046,0.984503,0.90967069,1.014392,3.10239688,1.002212,4.800262,0.244153,22.126542,1.68337531,-2.17755627
1773811,0.976556,-0.81446668,1.003454,1.999458,0.983179,0.58498617,1.012714,2.67888646,1.00242,5.06292,0.244153,22.126542,1.41447183,-1.39945285
1773847,0.972882,-1.70530146,1.004648,2.292875,0.982669,0.45991887,1.012582,2.64557098,1.003397,6.298955,0.246521,22.361635,1.83295613,-2.16522033
1773872,0.975262,-1.12822286,1.003274,1.955183,0.984412,0.88735476,1.013565,2.89367035,1.002536,5.209699,0.24458,22.168956,1.06782824,-2.01557762
1773922,0.972894,-1.70239182,1.004999,2.379175,0.983005,0.54231615,1.014999,3.25559761,1.002511,5.178798,0.244165,22.127754,1.83685885,-2.24470797
1773951,0.974252,-1.37311756,1.004101,2.158549,0.983557,0.67768311,1.014725,3.18644275,1.002228,4.819575,0.244177,22.128966,1.48086589,-2.05080067
1773978,0.975867,-0.98152851,1.00343,1.993455,0.984427,0.89103321,1.012585,2.64632815,1.002789,5.530295,0.244153,22.126542,1.10242179,-1.87256172
1774004,0.9767,-0.779551,1.003033,1.895899,0.985928,1.25912344,1.012112,2.52694768,1.002078,4.630307,0.244141,22.125331,0.63677556,-2.03867444
1774042,0.97717,-0.6655901,1.005389,2.475229,0.983884,0.75787332,1.015607,3.40905073,1.002511,5.178798,0.244128,22.124119,1.71735568,-1.42346342
1774066,0.974173,-1.39227269,1.004208,2.184814,0.986978,1.51661494,1.014038,3.01305082,1.003747,6.743155,0.245776,22.287714,0.66819906,-2.90888763
1774089,0.975513,-1.06736289,1.004895,2.35366,0.982861,0.50700303,1.013891,2.97594949,1.001861,4.356062,0.244165,22.127754,1.84665697,-1.57436592
1774122,0.976233,-0.89278449,1.003641,2.045234,0.983777,0.73163371,1.012186,2.54562454,1.001117,3.413585,0.244128,22.124119,1.31360029,-1.6244182
1774159,0.975363,-1.10373339,1.004312,2.210328,0.983377,0.63354171,1.013556,2.89139884,1.002197,4.780949,0.244165,22.127754,1.57678629,-1.7372751
1774194,0.975415,-1.09112495,1.003415,1.989703,0.98486,0.9972178,1.014157,3.04308523,1.003738,6.731567,0.245459,22.256207,0.9924852,-2.08834275
1774218,0.970724,-2.22855172,1.002688,1.811101,0.983649,0.70024427,1.012698,2.67484822,1.002676,5.387379,0.24707,22.416167,1.11085673,-2.92879599
1774241,0.97391,-1.4560423,1.002627,1.796093,0.98482,0.9874086,1.012488,2.62184632,1.003519,6.453459,0.244153,22.126542,0.8086844,-2.4434509
1774278,0.973993,-1.43591729,1.00343,1.993455,0.985217,1.08476491,1.011987,2.49539893,1.003668,6.642727,0.244153,22.126542,0.90869009,-2.5206822
1774314,0.976126,-0.91872878,1.004208,2.184814,0.984338,0.86920774,1.013922,2.98377358,1.001553,3.965939,0.245691,22.279231,1.31560626,-1.78793652
1774349,0.97214,-1.8852142,1.004632,2.289123,0.983902,0.76228746,1.015393,3.35503927,1.003403,6.30668,0.244165,22.127754,1.52683554,-2.64750166
1774385,0.975418,-1.09039754,1.003928,2.115775,0.984323,0.86552929,1.013776,2.94692464,1.003528,6.465047,0.246204,22.330128,1.25024571,-1.95592683
1774468,0.974753,-1.25164009,1.003903,2.109771,0.982376,0.38806648,1.014569,3.14706991,1.00115,3.456074,0.245447,22.254995,1.72170452,-1.63970657
1774552,0.975482,-1.07487946,1.004819,2.334899,0.982825,0.49817475,1.014731,3.18795709,1.001495,3.892549,0.24469,22.179862,1.83672425,-1.57305421
1774614,0.976126,-0.91872878,1.003754,2.073,0.98305,0.5533515,1.016415,3.61298185,1.002441,5.089958,0.244153,22.126542,1.5196485,-1.47208028
1774687,0.973682,-1.51132546,1.003046,1.898901,0.983258,0.60435934,1.012863,2.71649257,1.004111,7.202805,0.244153,22.126542,1.29454166,-2.1156848
1774732,0.978479,-0.34819687,1.00383,2.091761,0.983487,0.66051701,1.014767,3.19704313,1.002206,4.792537,0.244189,22.130178,1.43124399,-1.00871388
1774768,0.972943,-1.69051079,1.002679,1.80885,0.982999,0.54084477,1.012445,2.61099355,1.002649,5.352615,0.24718,22.427073,1.26800523,-2.23135556
1774811,0.976666,-0.78779498,1.004986,2.376173,0.982718,0.47193514,1.015677,3.42671803,1.003784,6.789506,0.244177,22.128966,1.90423786,-1.25973012
1774834,0.977206,-0.65686118,1.00527,2.445963,0.982791,0.48983693,1.01521,3.3088519,1.003158,5.997671,0.244165,22.127754,1.95612607,-1.14669811
1774874,0.97197,-1.9264341,1.005124,2.409942,0.983646,0.69950858,1.014624,3.16095136,1.001968,4.491253,0.244128,22.124119,1.71043342,-2.62594268
1774909,0.971954,-1.93031362,1.004153,2.171306,0.986532,1.40724236,1.012469,2.61705091,1.001712,4.166794,0.247034,22.412531,0.76406364,-3.33755598
1774944,0.973038,-1.66747614,1.004056,2.147293,0.982635,0.45158105,1.013779,2.94768181,1.003357,6.248741,0.244141,22.125331,1.69571195,-2.11905719
1774968,0.973086,-1.65583758,1.004547,2.268111,0.984509,0.91114207,1.013852,2.96610628,1.001169,3.47925,0.2422,21.932652,1.35696893,-2.56697965
1775004,0.971106,-2.13592818,1.005264,2.444462,0.985123,1.06171329,1.014358,3.09381562,1.004013,7.079202,0.246606,22.370118,1.38274871,-3.19764147
1775038,0.972363,-1.83114339,1.004935,2.363416,0.984704,0.95896192,1.012369,2.59181191,1.00372,6.708391,0.2474,22.448886,1.40445408,-2.79010531
1775051,0.97409,-1.4123977,1.004593,2.279368,0.983911,0.76449453,1.013162,2.79195718,1.004541,7.747433,0.244214,22.132602,1.51487347,-2.17689223
1775089,0.97767,-0.5443551,1.004401,2.232091,0.982962,0.53177126,1.014404,3.10542556,1.004071,7.152591,0.244153,22.126542,1.70031974,-1.07612636
1775134,0.9729,-1.700937,1.004178,2.17731,0.982666,0.45918318,1.013183,2.79725737,1.001437,3.819159,0.244141,22.125331,1.71812682,-2.16012018
1775147,0.971988,-1.92206964,1.004523,2.262108,0.983792,0.73531216,1.016403,3.60995317,1.004462,7.647005,0.244189,22.130178,1.52679584,-2.6573818
1775182,0.97633,-0.8692649,1.002756,1.827611,0.984924,1.01291252,1.011975,2.49237025,1.004611,7.836273,0.24624,22.333763,0.81469848,-1.88217742
1775222,0.977801,-0.51259153,1.004654,2.294376,0.982687,0.46433301,1.015051,3.26872189,1.003436,6.349169,0.246558,22.36527,1.83004299,-0.97692454
1775246,0.973373,-1.58624869,1.004053,2.146542,0.983261,0.60509503,1.013138,2.78589982,1.002722,5.445318,0.24646,22.355576,1.54144697,-2.19134372
1775270,0.975943,-0.96310079,1.004803,2.331147,0.984637,0.94253151,1.013235,2.81038165,1.003561,6.507536,0.245251,22.235606,1.38861549,-1.9056323
1775315,0.97576,-1.0074728,1.005966,2.61706,0.985638,1.18800674,1.01304,2.7611656,1.003818,6.831995,0.246314,22.341034,1.42905326,-2.19547954
1775340,0.975656,-1.03268968,1.003989,2.130783,0.984839,0.99206797,1.013891,2.97594949,1.003381,6.279642,0.244324,22.143508,1.13871503,-2.02475765
1775376,0.975006,-1.19029518,1.003851,2.097014,0.983642,0.69852766,1.013718,2.93228602,1.002484,5.144034,0.245178,22.228335,1.39848634,-1.88882284
1775410,0.97283,-1.7179099,1.004639,2.290624,0.983881,0.75713763,1.013821,2.95828219,1.003537,6.476635,0.244165,22.127754,1.53348637,-2.47504753
1775448,0.975824,-0.99195472,1.003207,1.938674,0.983157,0.57959111,1.015372,3.34973908,1.00051,2.644926,0.246106,22.320433,1.35908289,-1.57154583
1775485,0.973895,-1.45967935,1.004285,2.203575,0.983893,0.76008039,1.012829,2.70791131,1.002563,5.244462,0.248975,22.60521,1.44349461,-2.21975974
1775509,0.97341,-1.5772773,1.005579,2.521756,0.983389,0.63648447,1.014636,3.16398004,1.00292,5.696388,0.24895,22.602786,1.88527153,-2.21376177
1775542,0.975741,-1.01207973,1.002627,1.796093,0.983859,0.75174257,1.01319,2.7990241,1.002991,5.785228,0.244153,22.126542,1.04435043,-1.7638223
1775579,0.974405,-1.33601965,1.003131,1.919913,0.98464,0.9432672,1.012427,2.60645053,1.0022,4.784812,0.247168,22.425861,0.9766458,-2.27928685
1775602,0.9785,-0.343105,1.003082,1.907906,0.983896,0.76081608,1.016342,3.59455738,1.003427,6.337581,0.244141,22.125331,1.14708992,-1.10392108
1775633,0.976822,-0.74996966,1.003442,1.996457,0.982672,0.46065456,1.014007,3.00522673,1.00126,3.595128,0.244165,22.127754,1.53580244,-1.21062422
1775658,0.973321,-1.59885713,1.003061,1.902653,0.986691,1.44623393,1.012799,2.70033961,1.003793,6.801094,0.244177,22.128966,0.45641907,-3.04509106
1775694,0.973779,-1.48780587,1.003836,2.093262,0.982324,0.37531452,1.012024,2.50473736,1.002237,4.831163,0.24104,21.817529,1.71794748,-1.86312039
1775726,0.976529,-0.82101337,1.004767,2.322142,0.98327,0.6073021,1.013464,2.86817896,1.003802,6.812682,0.244397,22.150779,1.7148399,-1.42831547
1775749,0.972903,-1.70020959,1.004755,2.31914,0.985956,1.26598988,1.012112,2.52694768,1.002457,5.109271,0.240955,21.809046,1.05315012,-2.96619947
1775788,0.972525,-1.79186325,1.004214,2.186315,0.982675,0.46139025,1.012784,2.69655376,1.002194,4.777087,0.244153,22.126542,1.72492475,-2.2532535
1775813,0.974051,-1.42185403,1.003421,1.991204,0.98389,0.7593447,1.013748,2.93985772,1.000995,3.259081,0.244165,22.127754,1.2318593,-2.18119873
1775852,0.973401,-1.57945953,1.002801,1.838867,0.983261,0.60509503,1.012555,2.63875645,1.004034,7.10624,0.244189,22.130178,1.23377197,-2.18455456
1775896,0.975082,-1.17186746,1.003454,1.999458,0.982675,0.46139025,1.015219,3.31112341,1.003512,6.445734,0.244153,22.126542,1.53806775,-1.63325771
1775922,0.976245,-0.88987485,1.004632,2.289123,0.984903,1.00776269,1.01318,2.7965002,1.00159,4.01229,0.244141,22.125331,1.28136031,-1.89763754
1775958,0.973871,-1.46549863,1.003909,2.111272,0.986078,1.29590794,1.012695,2.67409105,1.002209,4.7964,0.241235,21.836918,0.81536406,-2.76140657
1775992,0.97774,-0.5273822,1.004117,2.162301,0.982675,0.46139025,1.014017,3.00775063,1.001523,3.927313,0.244897,22.200463,1.70091075,-0.98877245
1776025,0.974792,-1.24218376,1.00549,2.499993,0.982681,0.46286163,1.013718,2.93228602,1.002197,4.780949,0.243506,22.062316,2.03713137,-1.70504539
1776038,0.974921,-1.21090513,1.003631,2.042983,0.983832,0.74512136,1.014313,3.08245807,1.001813,4.29426,0.243872,22.098671,1.29786164,-1.95602649
1776077,0.970505,-2.28165265,1.005307,2.454968,0.982779,0.48689417,1.012442,2.61023638,1.001108,3.401998,0.244128,22.124119,1.96807383,-2.76854682
1776108,0.972534,-1.78968102,1.004282,2.202824,0.984756,0.97171388,1.011987,2.49539893,1.003085,5.904969,0.244153,22.126542,1.23111012,-2.7613949
1776142,0.977774,-0.51913822,1.004028,2.140539,0.98266,0.4577118,1.015005,3.25711195,1.003409,6.314405,0.244141,22.125331,1.6828272,-0.97685002
1776174,0.970459,-2.29280627,1.003924,2.115024,0.987549,1.65664127,1.010742,2.18117338,1.002911,5.6848,0.244141,22.125331,0.45838273,-3.94944754
1776194,0.975467,-1.07851651,1.003955,2.122528,0.984836,0.99133228,1.01344,2.8621216,1.002209,4.7964,0.24469,22.179862,1.13119572,-2.06984879
1776222,0.972827,-1.71863731,1.004169,2.175058,0.983429,0.64629367,1.013376,2.84596864,1.002219,4.807987,0.244153,22.126542,1.52876433,-2.36493098
1776259,0.974475,-1.31904675,1.002234,1.699288,0.984238,0.84468474,1.013357,2.84117323,1.002215,4.804125,0.244141,22.125331,0.85460326,-2.16373149
1776291,0.973376,-1.58552128,1.005847,2.587793,0.983102,0.56610346,1.014453,3.11779267,1.001413,3.788259,0.244153,22.126542,2.02168954,-2.15162474
1776316,0.972763,-1.73415539,1.005173,2.421949,0.985382,1.12522786,1.012619,2.65490941,1.00069,2.87282,0.245447,22.254995,1.29672114,-2.85938325
1776354,0.9776,-0.561328,1.004297,2.206576,0.98594,1.2620662,1.012329,2.58171631,1.003079,5.897243,0.240723,21.786022,0.9445098,-1.8233942
1776384,0.973141,-1.64250173,1.005588,2.524007,0.98446,0.8991258,1.013196,2.80053844,1.003271,6.140588,0.244128,22.124119,1.6248812,-2.54162753
1776451,0.974121,-1.40488113,1.003418,1.990453,0.983887,0.75860901,1.011963,2.48934157,1.004639,7.871037,0.249023,22.610057,1.23184399,-2.16349014
1776474,0.973794,-1.48416882,1.007046,2.882711,0.986142,1.31160266,1.013818,2.95752502,1.003155,5.993809,0.244141,22.125331,1.57110834,-2.79577148
1776501,0.97529,-1.1214337,1.00343,1.993455,0.984134,0.81918082,1.01199,2.4961561,1.004382,7.546578,0.246094,22.319221,1.17427418,-1.94061452
1776533,0.972595,-1.77489035,1.006256,2.688351,0.982709,0.46972807,1.013983,2.99916937,1.001791,4.267222,0.247302,22.439191,2.21862293,-2.24461842
1776557,0.975729,-1.01498937,1.00564,2.536764,0.983484,0.65978132,1.01358,2.8974562,1.003021,5.823854,0.244922,22.202887,1.87698268,-1.67477069
1776593,0.976807,-0.75360671,1.004208,2.184814,0.983871,0.75468533,1.01474,3.1902286,1.002206,4.792537,0.241064,21.819953,1.43012867,-1.50829204
1776636,0.977786,-0.51622858,1.005859,2.590795,0.983887,0.75860901,1.015625,3.41359375,1.003418,6.325993,0.244141,22.125331,1.83218599,-1.27483759
1776664,0.973883,-1.46258899,1.005588,2.524007,0.982605,0.44422415,1.014889,3.22783471,1.001242,3.571952,0.244153,22.126542,2.07978285,-1.90681314
1776698,0.974145,-1.39906185,1.003384,1.982199,0.98385,0.7495355,1.013254,2.81517706,1.002295,4.904553,0.244153,22.126542,1.2326635,-2.14859735
1776720,0.975925,-0.96746525,1.004663,2.296628,0.983902,0.76228746,1.014398,3.10391122,1.003372,6.268054,0.244177,22.128966,1.53434054,-1.72975271
1776743,0.974411,-1.33456483,1.004614,2.284621,0.984042,0.79661966,1.014014,3.00699346,1.003586,6.538437,0.244946,22.20531,1.48800134,-2.13118449
1776778,0.976923,-0.72548019,1.004648,2.292875,0.982886,0.51313378,1.014606,3.15640834,1.0022,4.784812,0.238916,21.606673,1.77974122,-1.23861397
1776814,0.974429,-1.33020037,1.006457,2.737879,0.983197,0.58940031,1.013953,2.99159767,1.001565,3.981389,0.240381,21.752091,2.14847869,-1.91960068
1776850,0.977444,-0.59915332,1.006119,2.654581,0.982996,0.54010908,1.017139,3.79571221,1.002808,5.553471,0.244165,22.127754,2.11447192,-1.1392624
1776887,0.97352,-1.5506056,1.004956,2.368669,0.982992,0.53912816,1.014999,3.25559761,1.002109,4.668934,0.240967,21.810258,1.82954084,-2.08973376
1776923,0.972348,-1.83478044,1.003992,2.131534,0.985086,1.05263978,1.013138,2.78589982,1.002847,5.603685,0.24408,22.119272,1.07889422,-2.88742022
1776948,0.977139,-0.67310667,1.005081,2.399436,0.985568,1.17084064,1.017099,3.78561661,1.001611,4.039328,0.245154,22.225911,1.22859536,-1.84394731
1776984,0.973389,-1.58236917,1.003015,1.891397,0.983493,0.66198839,1.014841,3.21571999,1.003808,6.820407,0.245776,22.287714,1.22940861,-2.24435756
1777008,0.974258,-1.37166274,1.003326,1.96794,0.983417,0.64335091,1.014279,3.07387681,1.004025,7.094652,0.244946,22.20531,1.32458909,-2.01501365
1777045,0.977975,-0.47040175,1.00632,2.704109,0.982699,0.46727577,1.017016,3.76466824,1.002209,4.7964,0.244153,22.126542,2.23683323,-0.93767752
1777069,0.974875,-1.22205875,1.003537,2.01972,0.986807,1.47468061,1.013663,2.91840457,1.002862,5.622998,0.24585,22.294985,0.54503939,-2.69673936
1777100,0.976776,-0.76112328,1.004617,2.285371,0.983624,0.69411352,1.015384,3.35276776,1.003244,6.105824,0.245386,22.248936,1.59125748,-1.4552368
1777146,0.969238,-2.58886214,1.003418,1.990453,0.986328,1.35721544,1.013183,2.79725737,1.002197,4.780949,0.244141,22.125331,0.63323756,-3.94607758
1777160,0.976572,-0.81058716,1.006549,2.760392,0.983139,0.57517697,1.017523,3.89262997,1.002026,4.564643,0.245081,22.21864,2.18521503,-1.38576413
1777195,0.976071,-0.93206463,1.003116,1.916161,0.983868,0.75394964,1.017477,3.88102003,1.003262,6.129,0.247083,22.417378,1.16221136,-1.68601427
1777221,0.972992,-1.67862976,1.003277,1.955934,0.984067,0.80275041,1.01441,3.1069399,1.005105,8.462016,0.243323,22.044139,1.15318359,-2.48138017
1777258,0.973001,-1.67644753,1.004999,2.379175,0.985016,1.03547368,1.014828,3.21243892,1.002203,4.788674,0.242407,21.953253,1.34370132,-2.71192121
1777282,0.971677,-1.99747781,1.004529,2.263609,0.986471,1.39228333,1.015576,3.40122664,1.003989,7.048301,0.245691,22.279231,0.87132567,-3.38976114
1777318,0.977002,-0.70632506,1.002331,1.723301,0.983032,0.54893736,1.016235,3.56755165,1.002295,4.904553,0.244141,22.125331,1.17436364,-1.25526242
1777353,0.976971,-0.71384163,1.00629,2.696605,0.984375,0.87828125,1.018243,4.07435077,1.00101,3.278394,0.240356,21.749667,1.81832375,-1.59212288
1777387,0.971716,-1.98802148,1.003714,2.063245,0.9836,0.688228,1.014407,3.10618273,1.001923,4.433314,0.242993,22.01142,1.375017,-2.67624948
1777423,0.974005,-1.43300765,1.005209,2.430954,0.983679,0.70760117,1.015311,3.33434329,1.002533,5.205836,0.244128,22.124119,1.72335283,-2.14060882
1777458,0.971637,-2.00717661,1.003424,1.991954,0.983896,0.76081608,1.015213,3.30960907,1.002637,5.337165,0.244141,22.125331,1.23113792,-2.76799269
1777483,0.972931,-1.69342043,1.005163,2.419698,0.982803,0.49277969,1.015829,3.46508131,1.001626,4.058641,0.244543,22.165321,1.92691831,-2.18620012
1777517,0.972967,-1.68469151,1.004706,2.307134,0.98374,0.7225602,1.014734,3.18871426,1.002695,5.410555,0.244971,22.207734,1.5845738,-2.40725171
1777576,0.977145,-0.67165185,1.005099,2.403939,0.982486,0.41504178,1.017792,3.96052288,1.002829,5.580509,0.246411,22.350728,1.98889722,-1.08669363
1777661,0.976712,-0.77664136,1.005264,2.444462,0.984738,0.96729974,1.016476,3.62837764,1.000964,3.220455,0.244116,22.122907,1.47716226,-1.7439411
1777721,0.976187,-0.90393811,1.005044,2.390431,0.983612,0.69117076,1.015817,3.46205263,1.002325,4.943179,0.244177,22.128966,1.69926024,-1.59510887
1777800,0.974918,-1.21163254,1.003784,2.080505,0.984024,0.79220552,1.017679,3.93200281,1.005289,8.693773,0.245557,22.265901,1.28829948,-2.00383806
1777858,0.977652,-0.54871956,1.005759,2.566031,0.98465,0.9457195,1.016559,3.64932601,1.003885,6.916972,0.244409,22.151991,1.6203115,-1.49443906
1777924,0.977545,-0.57466385,1.003439,1.995706,0.983966,0.77798218,1.016629,3.66699331,1.003168,6.009259,0.244116,22.122907,1.21772382,-1.35264603
1777949,0.974722,-1.25915666,1.002811,1.841118,0.982748,0.47929204,1.016205,3.55997995,1.003445,6.360756,0.241858,21.898721,1.36182596,-1.7384487
1777984,0.976727,-0.77300431,1.004611,2.28387,0.98381,0.7397263,1.017041,3.77097799,1.002209,4.7964,0.244116,22.122907,1.5441437,-1.51273061
