Time,Ox Man Raw,Ox Man (psi),Fuel Man Raw,Fuel Man (psi),CC Raw,CC (psi),Ox Tank Raw,Ox Tank (psi),Press Tank Raw,Press Tank (psi),Thrust Raw,Thrust (lbf),dP Fuel,dP Ox
1637100,0.976236,-0.89205708,1.003314,1.964939,0.983197,0.58940031,1.014279,3.07387681,1.006448,10.161564,0.244165,22.127754,1.37553869,-1.48145739
1637137,0.974164,-1.39445492,1.004086,2.154797,0.98381,0.7397263,1.013776,2.94692464,1.004077,7.160317,0.24187,21.899933,1.4150707,-2.13418122
1637161,0.977106,-0.68110818,1.005237,2.437708,0.983096,0.56463208,1.016867,3.72706213,1.005307,8.716948,0.244128,22.124119,1.87307592,-1.24574026
1637198,0.977313,-0.63091689,1.004401,2.232091,0.98414,0.8206522,1.014673,3.17331847,1.003424,6.333718,0.244141,22.125331,1.4114388,-1.45156909
1637223,0.978094,-0.44154782,1.006216,2.678595,0.983441,0.64923643,1.017044,3.77173516,1.005109,8.465879,0.244141,22.125331,2.02935857,-1.09078425
1637261,0.97745,-0.5976985,1.00477,2.322892,0.983456,0.65291488,1.015652,3.42040828,1.00343,6.341443,0.24718,22.427073,1.66997712,-1.25061338
1637292,0.975717,-1.01789901,1.006549,2.760392,0.985507,1.15588161,1.013718,2.93228602,1.004135,7.233706,0.239307,21.645451,1.60451039,-2.17378062
1637318,0.970508,-2.28092524,1.003751,2.07225,0.985318,1.10953314,1.012881,2.72103559,1.005511,8.975743,0.244092,22.120483,0.96271686,-3.39045838
1637349,0.978543,-0.33267879,1.003393,1.98445,0.984897,1.00629131,1.017715,3.94108885,1.005524,8.991194,0.24408,22.119272,0.97815869,-1.3389701
1637385,0.974261,-1.37093533,1.004007,2.135286,0.983331,0.62226113,1.013769,2.94515791,1.003433,6.345306,0.244165,22.127754,1.51302487,-1.99319646
1637410,0.975296,-1.11997888,1.004816,2.334149,0.985919,1.25691637,1.012619,2.65490941,1.003552,6.495948,0.242627,21.975065,1.07723263,-2.37689525
1637446,0.971161,-2.12259233,1.006409,2.725872,0.983246,0.60141658,1.016757,3.69929923,1.003934,6.978774,0.241858,21.898721,2.12445542,-2.72400891
1637485,0.978967,-0.22987151,1.004632,2.289123,0.98753,1.6519819,1.013187,2.79826693,1.003424,6.333718,0.244141,22.125331,0.6371411,-1.88185341
1637503,0.977435,-0.60133555,1.004602,2.281619,0.984634,0.94179582,1.016888,3.73236232,1.004639,7.871037,0.241028,21.816317,1.33982318,-1.54313137
1637539,0.974609,-1.28655577,1.003424,1.991954,0.985211,1.08329353,1.014355,3.09305845,1.003421,6.329856,0.244141,22.125331,0.90866047,-2.3698493
1637564,0.974783,-1.24436599,1.003561,2.025723,0.983267,0.60656641,1.015079,3.27578881,1.004068,7.148729,0.243933,22.10473,1.41915659,-1.8509324
1637588,0.974551,-1.30061903,1.002783,1.834364,0.984582,0.92904386,1.01539,3.3542821,1.003747,6.743155,0.244006,22.112001,0.90532014,-2.22966289
1637627,0.973819,-1.47810707,1.004187,2.179561,0.984064,0.80201472,1.015463,3.37270657,1.003955,7.005812,0.245361,22.246512,1.37754628,-2.28012179
1637661,0.975842,-0.98759026,1.003451,1.998708,0.982736,0.47634928,1.015256,3.32046184,1.00386,6.886071,0.242688,21.981124,1.52235872,-1.46393954
1637694,0.975397,-1.09548941,1.00589,2.598299,0.982706,0.46899238,1.015082,3.27654598,1.00347,6.391657,0.241809,21.893874,2.12930662,-1.56448179
1637718,0.974695,-1.26570335,1.005273,2.446713,0.983252,0.60288796,1.015436,3.36589204,1.003177,6.020847,0.239441,21.658781,1.84382504,-1.86859131
1637754,0.974112,-1.40706336,1.004034,2.14204,0.983295,0.61343285,1.014978,3.25029742,1.004031,7.102377,0.24176,21.889026,1.52860715,-2.02049621
1637791,0.975842,-0.98759026,1.004419,2.236593,0.983163,0.58106249,1.015408,3.35882512,1.003928,6.971049,0.242139,21.926593,1.65553051,-1.56865275
1637815,0.978882,-0.25048146,1.005939,2.610306,0.984146,0.82212358,1.013882,2.97367798,1.003729,6.719979,0.243506,22.062316,1.78818242,-1.07260504
1637846,0.977765,-0.52132045,1.003888,2.106019,0.984881,1.00236763,1.014181,3.04914259,1.005621,9.114797,0.244141,22.125331,1.10365137,-1.52368808
1637882,0.973709,-1.50477877,1.002222,1.696286,0.98483,0.9898609,1.012259,2.56404901,1.005838,9.389042,0.244165,22.127754,0.7064251,-2.49463967
1637918,0.9733,-1.603949,1.003137,1.921414,0.986218,1.33024014,1.012598,2.64960922,1.003793,6.801094,0.243225,22.034444,0.59117386,-2.93418914
1637955,0.970459,-2.29280627,1.003601,2.035479,0.986328,1.35721544,1.014404,3.10542556,1.004462,7.647005,0.243433,22.055045,0.67826356,-3.65002171
1637967,0.977725,-0.53101925,1.005078,2.398686,0.982864,0.50773872,1.014239,3.06378121,1.002048,4.591681,0.244116,22.122907,1.89094728,-1.03875797
1638005,0.974127,-1.40342631,1.004373,2.225337,0.982928,0.52343344,1.015362,3.34721518,1.005365,8.790338,0.244141,22.125331,1.70190356,-1.92685975
1638039,0.978882,-0.25048146,1.005847,2.587793,0.983884,0.75787332,1.018042,4.02362038,1.003854,6.878346,0.241028,21.816317,1.82991968,-1.00835478
1638067,0.978894,-0.24757182,1.004645,2.292125,0.985425,1.13577275,1.016809,3.71242351,1.004602,7.824685,0.244128,22.124119,1.15635225,-1.38334457
1638098,0.976123,-0.91945619,1.003836,2.093262,0.983078,0.56021794,1.01644,3.6192916,1.002621,5.317852,0.244141,22.125331,1.53304406,-1.47967413
1638133,0.974142,-1.39978926,1.003424,1.991954,0.983884,0.75787332,1.012939,2.73567421,1.004636,7.867174,0.244141,22.125331,1.23408068,-2.15766258
1638166,0.974005,-1.43300765,1.003683,2.05574,0.983777,0.73163371,1.014789,3.20259571,1.003519,6.453459,0.244165,22.127754,1.32410629,-2.16464136
1638191,0.977301,-0.63382653,1.005499,2.502245,0.98353,0.6710619,1.01326,2.8166914,1.004126,7.222118,0.244067,22.11806,1.8311831,-1.30488843
1638216,0.973944,-1.44779832,1.005813,2.579539,0.984872,1.00016056,1.013037,2.76040843,1.002637,5.337165,0.244165,22.127754,1.57937844,-2.44795888
1638256,0.975101,-1.16726053,1.004336,2.216332,0.984762,0.97318526,1.01712,3.7909168,1.004318,7.465463,0.244141,22.125331,1.24314674,-2.14044579
1638284,0.974866,-1.22424098,1.003909,2.111272,0.982919,0.52122637,1.014657,3.16928023,1.003177,6.020847,0.241223,21.835706,1.59004563,-1.74546735
1638320,0.973868,-1.46622604,1.003433,1.994205,0.98327,0.6073021,1.014404,3.10542556,1.003723,6.712254,0.244141,22.125331,1.3869029,-2.07352814
1638345,0.9746,-1.288738,1.002704,1.814853,0.984378,0.87901694,1.013669,2.91991891,1.003186,6.032435,0.239307,21.645451,0.93583606,-2.16775494
1638377,0.972961,-1.68614633,1.004147,2.169805,0.985065,1.04748995,1.012985,2.74728415,1.004144,7.245294,0.248999,22.607634,1.12231505,-2.73363628
1638399,0.972787,-1.72833611,1.004639,2.290624,0.983609,0.69043507,1.014288,3.07614832,1.004632,7.863312,0.244653,22.176227,1.60018893,-2.41877118
1638436,0.972867,-1.70893851,1.003516,2.014467,0.984622,0.93885306,1.013779,2.94768181,1.00535,8.771025,0.248865,22.594304,1.07561394,-2.64779157
1638465,0.974741,-1.25454973,1.003891,2.106769,0.983127,0.57223421,1.014432,3.11249248,1.004492,7.685632,0.244067,22.11806,1.53453479,-1.82678394
1638490,0.977933,-0.48058549,1.003381,1.981448,0.984015,0.78999845,1.016269,3.57613291,1.00564,9.137973,0.244128,22.124119,1.19144955,-1.27058394
1638536,0.974994,-1.19320482,1.003442,1.996457,0.985181,1.07593663,1.014325,3.08548675,1.006003,9.597623,0.243762,22.087764,0.92052037,-2.26914145
1638559,0.976224,-0.89496672,1.005508,2.504496,0.983377,0.63354171,1.014413,3.10769707,1.003433,6.345306,0.246912,22.400413,1.87095429,-1.52850843
1638584,0.974209,-1.38354377,1.004288,2.204325,0.986102,1.30179346,1.014261,3.06933379,1.00499,8.315237,0.244141,22.125331,0.90253154,-2.68533723
1638631,0.977866,-0.49683098,1.005267,2.445212,0.984534,0.91727282,1.017453,3.87496267,1.005548,9.022094,0.244116,22.122907,1.52793918,-1.4141038
1638655,0.976547,-0.81664891,1.004037,2.14279,0.985712,1.20615376,1.014386,3.10088254,1.006424,10.130663,0.244141,22.125331,0.93663624,-2.02280267
1638681,0.975641,-1.03632673,1.004623,2.286872,0.984036,0.79514828,1.014737,3.18947143,1.003003,5.800678,0.244385,22.149567,1.49172372,-1.83147501
1638720,0.97453,-1.3057109,1.003967,2.12553,0.982672,0.46065456,1.014404,3.10542556,1.00278,5.518708,0.244141,22.125331,1.66487544,-1.76636546
1638751,0.975207,-1.14155871,1.003418,1.990453,0.984704,0.95896192,1.01427,3.0716053,1.004773,8.040992,0.244141,22.125331,1.03149108,-2.10052063
1638774,0.97818,-0.4206954,1.006097,2.649328,0.983533,0.67179759,1.01694,3.7454866,1.004257,7.388211,0.244153,22.126542,1.97753041,-1.09249299
1638811,0.97294,-1.6912382,1.003439,1.995706,0.985974,1.27040402,1.013974,2.99689786,1.00267,5.379654,0.244116,22.122907,0.72530198,-2.96164222
1638835,0.972946,-1.68978338,1.003836,2.093262,0.983874,0.75542102,1.01481,3.2078959,1.003805,6.816544,0.244141,22.125331,1.33784098,-2.4452044
1638871,0.975644,-1.03559932,1.00585,2.588544,0.982214,0.34833922,1.015561,3.39744079,1.004623,7.851724,0.244104,22.121695,2.24020478,-1.38393854
1638896,0.978863,-0.25508839,1.003451,1.998708,0.983893,0.76008039,1.01557,3.3997123,1.0052,8.581757,0.244128,22.124119,1.23862761,-1.01516878
1638935,0.97561,-1.0438433,1.00441,2.234342,0.985101,1.05631823,1.014679,3.17483281,1.004138,7.237569,0.244153,22.126542,1.17802377,-2.10016153
1638963,0.977237,-0.64934461,1.004202,2.183313,0.985004,1.03253092,1.017178,3.80555542,1.003763,6.762468,0.244141,22.125331,1.15078208,-1.68187553
1638989,0.973056,-1.66311168,1.003876,2.103017,0.983908,0.76375884,1.014404,3.10542556,1.003888,6.920835,0.247156,22.424649,1.33925816,-2.42687052
1639013,0.973022,-1.67135566,1.004651,2.293626,0.984408,0.88637384,1.01366,2.9176474,1.002853,5.61141,0.244116,22.122907,1.40725216,-2.5577295
1639045,0.975799,-0.99801647,1.00422,2.187816,0.983554,0.67694742,1.014874,3.22404886,1.005231,8.620383,0.240845,21.79814,1.51086858,-1.67496389
1639082,0.976767,-0.76330551,1.005337,2.462472,0.981976,0.28997448,1.016074,3.52691686,1.003439,6.353031,0.244153,22.126542,2.17249752,-1.05327999
1639118,0.973816,-1.47883448,1.005292,2.451216,0.985208,1.08255784,1.015512,3.38507368,1.004639,7.871037,0.244128,22.124119,1.36865816,-2.56139232
1639143,0.973169,-1.63571257,1.005621,2.532262,0.982883,0.51239809,1.014035,3.01229365,1.004263,7.395936,0.243665,22.07807,2.01986391,-2.14811066
1639178,0.976291,-0.87872123,1.004816,2.334149,0.982989,0.53839247,1.015329,3.33888631,1.003424,6.333718,0.244116,22.122907,1.79575653,-1.4171137
1639203,0.972293,-1.84811629,1.003924,2.115024,0.983618,0.69264214,1.01637,3.6016243,1.002734,5.460768,0.244092,22.120483,1.42238186,-2.54075843
1639238,0.977081,-0.68716993,1.005383,2.473728,0.983414,0.64261522,1.016623,3.66547897,1.003152,5.989946,0.244128,22.124119,1.83111278,-1.32978515
1639263,0.974219,-1.38111907,1.004605,2.282369,0.982773,0.48542279,1.013476,2.87120764,1.004306,7.450012,0.240112,21.725431,1.79694621,-1.86654186
1639311,0.975232,-1.13549696,1.005728,2.558527,0.984445,0.89544735,1.014432,3.11249248,1.00397,7.025125,0.244141,22.125331,1.66307965,-2.03094431
1639336,0.978335,-0.38311255,1.003415,1.989703,0.983331,0.62226113,1.01488,3.2255632,1.005289,8.693773,0.246375,22.347093,1.36744187,-1.00537368
1639362,0.971295,-2.09010135,1.004758,2.319891,0.985327,1.11174021,1.015509,3.38431651,1.004571,7.786059,0.244104,22.121695,1.20815079,-3.20184156
1639398,0.976736,-0.77082208,1.002923,1.868884,0.985052,1.04430196,1.013403,2.85278317,1.00545,8.898491,0.24408,22.119272,0.82458204,-1.81512404
1639436,0.977627,-0.55478131,1.003445,1.997207,0.985178,1.07520094,1.013794,2.95146766,1.004065,7.144866,0.244141,22.125331,0.92200606,-1.62998225
1639457,0.970929,-2.17884537,1.004339,2.217082,0.982803,0.49277969,1.014383,3.10012537,1.004574,7.789922,0.247607,22.469487,1.72430231,-2.67162506
1639494,0.975922,-0.96819266,1.00585,2.588544,0.98522,1.0855006,1.017325,3.84265675,1.005328,8.743987,0.242114,21.924169,1.5030434,-2.05369326
1639516,0.972479,-1.80301687,1.005963,2.61631,0.98533,1.1124759,1.013422,2.85757858,1.004282,7.419111,0.244141,22.125331,1.5038341,-2.91549277
1639553,0.973511,-1.55278783,1.004071,2.151045,0.984473,0.90231379,1.013217,2.80583863,1.005282,8.686047,0.244153,22.126542,1.24873121,-2.45510162
1639579,0.9784,-0.367352,1.006091,2.647827,0.984552,0.92168696,1.016543,3.64528777,1.004373,7.53499,0.240381,21.752091,1.72614004,-1.28903896
1639611,0.977655,-0.54799215,1.007876,3.086827,0.983813,0.74046199,1.017825,3.96885175,1.00567,9.176599,0.24856,22.564008,2.34636501,-1.28845414
1639644,0.976544,-0.81737632,1.004034,2.14204,0.985104,1.05705392,1.014413,3.10769707,1.003726,6.716117,0.242957,22.007784,1.08498608,-1.87443024
1639691,0.974203,-1.38499859,1.004626,2.287622,0.984918,1.01144114,1.013306,2.82830134,1.006857,10.679154,0.244507,22.161685,1.27618086,-2.39643973
1639720,0.972403,-1.82144459,1.00408,2.153296,0.984033,0.79441259,1.012482,2.62033198,1.003424,6.333718,0.241333,21.846613,1.35888341,-2.61585718
1639738,0.973141,-1.64250173,1.003812,2.087258,0.98504,1.0413592,1.013266,2.81820574,1.003891,6.924697,0.240894,21.802987,1.0458988,-2.68386093
1639786,0.973938,-1.44925314,1.004715,2.309385,0.983829,0.74438567,1.015536,3.39113104,1.002365,4.993393,0.244104,22.121695,1.56499933,-2.19363881
1639810,0.972958,-1.68687374,1.004004,2.134535,0.985046,1.04283058,1.014398,3.10391122,1.004584,7.80151,0.24668,22.377388,1.09170442,-2.72970432
1639831,0.972858,-1.71112074,1.003775,2.078253,0.98284,0.5018532,1.014453,3.11779267,1.003512,6.445734,0.245032,22.213793,1.5763998,-2.21297394
1639867,0.976712,-0.77664136,1.005307,2.454968,0.983899,0.76155177,1.016428,3.61626292,1.003964,7.0174,0.244116,22.122907,1.69341623,-1.53819313
1639904,0.971326,-2.08258478,1.005041,2.389681,0.983502,0.66419546,1.014407,3.10618273,1.005829,9.377454,0.244104,22.121695,1.72548554,-2.74678024
1639928,0.974097,-1.41070041,1.00376,2.074501,0.985742,1.21351066,1.013699,2.92749061,1.005951,9.531959,0.245056,22.216217,0.86099034,-2.62421107
1639964,0.978918,-0.24175254,1.003689,2.057241,0.98392,0.7667016,1.015152,3.29421328,1.003433,6.345306,0.244153,22.126542,1.2905394,-1.00845414
1639999,0.977487,-0.58872711,1.0047,2.305633,0.983139,0.57517697,1.016455,3.62307745,1.003628,6.592513,0.244141,22.125331,1.73045603,-1.16390408
1640024,0.975824,-0.99195472,1.003818,2.088759,0.983523,0.66934529,1.016055,3.52212145,1.005438,8.88304,0.242651,21.977489,1.41941371,-1.66130001
1640048,0.970703,-2.23364359,1.003805,2.085757,0.984195,0.83413985,1.013977,2.99765503,1.00545,8.898491,0.243469,22.058681,1.25161715,-3.06778344
1640085,0.97431,-1.3590543,1.004117,2.162301,0.984396,0.88343108,1.013406,2.85354034,1.005148,8.516093,0.244153,22.126542,1.27886992,-2.24248538
1640118,0.975253,-1.13040509,1.006628,2.779903,0.983926,0.76817298,1.01799,4.0104961,1.003857,6.882209,0.240979,21.81147,2.01173002,-1.89857807
1640152,0.97576,-1.0074728,1.003839,2.094012,0.984296,0.85890808,1.014423,3.11022097,1.003839,6.859033,0.244141,22.125331,1.23510392,-1.86638088
1640178,0.973297,-1.60467641,1.005246,2.439959,0.984161,0.82580203,1.014163,3.04459957,1.003421,6.329856,0.240759,21.789657,1.61415697,-2.43047844
1640218,0.9771,-0.682563,1.004626,2.287622,0.985101,1.05631823,1.015698,3.43201822,1.006219,9.871868,0.244128,22.124119,1.23130377,-1.73888123
1640240,0.974603,-1.28801059,1.004623,2.286872,0.984238,0.84468474,1.014102,3.02920378,1.003586,6.538437,0.245483,22.25863,1.44218726,-2.13269533
1640286,0.980225,0.07515575,1.004639,2.290624,0.983887,0.75860901,1.019287,4.33784593,1.005212,8.597207,0.244141,22.125331,1.53201499,-0.68345326
1640299,0.975455,-1.08142615,1.003235,1.945428,0.985361,1.12007803,1.014679,3.17483281,1.004871,8.164595,0.24054,21.767845,0.82534997,-2.20150418
1640336,0.973541,-1.54551373,1.003427,1.992705,0.98269,0.4650687,1.013208,2.80356712,1.004016,7.083064,0.241748,21.887815,1.5276363,-2.01058243
1640381,0.976916,-0.72717748,1.005844,2.587043,0.985446,1.14092258,1.013718,2.93228602,1.004806,8.08348,0.244128,22.124119,1.44612042,-1.86810006
1640393,0.974704,-1.26352112,1.004898,2.35441,0.983435,0.64776505,1.015707,3.43428973,1.003625,6.58865,0.242676,21.979913,1.70664495,-1.91128617
1640430,0.974133,-1.40197149,1.003873,2.102267,0.982751,0.48002773,1.014154,3.04232806,1.003369,6.264191,0.240991,21.812682,1.62223927,-1.88199922
1640467,0.976999,-0.70705247,1.00343,1.993455,0.983145,0.57664835,1.015314,3.33510046,1.003424,6.333718,0.244141,22.125331,1.41680665,-1.28370082
1640491,0.976477,-0.83362181,1.004614,2.284621,0.985696,1.20223008,1.012372,2.59256908,1.00401,7.075339,0.244141,22.125331,1.08239092,-2.03585189
1640517,0.974521,-1.30789313,1.005078,2.398686,0.983325,0.62078975,1.015115,3.28487485,1.003631,6.596376,0.244495,22.160473,1.77789625,-1.92868288
1640553,0.978949,-0.23423597,1.006287,2.695855,0.982678,0.46212594,1.016052,3.52136428,1.004956,8.272748,0.242346,21.947194,2.23372906,-0.69636191
1640578,0.975455,-1.08142615,1.006506,2.749886,0.986774,1.46658802,1.013571,2.89518469,1.004043,7.117828,0.244812,22.191981,1.28329798,-2.54801417
1640624,0.973389,-1.58236917,1.004996,2.378424,0.985586,1.17525478,1.015506,3.38355934,1.004648,7.882625,0.247534,22.462216,1.20316922,-2.75762395
1640657,0.972156,-1.88133468,1.004626,2.287622,0.98504,1.0413592,1.014624,3.16095136,1.004129,7.225981,0.242493,21.961735,1.2462628,-2.92269388
1640688,0.974451,-1.32486603,1.004639,2.290624,0.983719,0.71741037,1.015622,3.41283658,1.003943,6.990362,0.244141,22.125331,1.57321363,-2.0422764
1640703,0.973303,-1.60322159,1.003732,2.067747,0.983853,0.75027119,1.014416,3.10845424,1.003808,6.820407,0.243103,22.022326,1.31747581,-2.35349278
1640751,0.97655,-0.8159215,1.006479,2.743132,0.984494,0.90746362,1.016217,3.56300863,1.004639,7.871037,0.244141,22.125331,1.83566838,-1.72338512
1640764,0.974451,-1.32486603,1.003693,2.057992,0.982187,0.34171801,1.01539,3.3542821,1.003696,6.67749,0.244128,22.124119,1.71627399,-1.66658404
1640796,0.977322,-0.62873466,1.002612,1.79234,0.983584,0.68430432,1.016162,3.54912718,1.004349,7.504089,0.244153,22.126542,1.10803568,-1.31303898
1640830,0.978213,-0.41269389,1.005093,2.402438,0.985705,1.20443715,1.016379,3.60389581,1.005698,9.211362,0.244141,22.125331,1.19800085,-1.61713104
1640866,0.972894,-1.70239182,1.005054,2.392682,0.984314,0.86332222,1.013852,2.96610628,1.004513,7.71267,0.244141,22.125331,1.52935978,-2.56571404
1640892,0.975925,-0.96746525,1.002423,1.745814,0.982855,0.50553165,1.016824,3.71620936,1.002945,5.727289,0.244128,22.124119,1.24028235,-1.4729969
1640926,0.975574,-1.05257222,1.002841,1.848623,0.983301,0.61490423,1.014581,3.15009859,1.004397,7.565891,0.246558,22.36527,1.23371877,-1.66747645
1640960,0.976691,-0.78173323,1.004175,2.176559,0.984802,0.98299446,1.015454,3.37043506,1.005267,8.666734,0.244128,22.124119,1.19356454,-1.76472769
1640991,0.973813,-1.47956189,1.003125,1.918412,0.985388,1.12669924,1.013498,2.87676022,1.005533,9.002781,0.242908,22.002937,0.79171276,-2.60626113
1641025,0.977243,-0.64788979,1.003943,2.119527,0.983896,0.76081608,1.014584,3.15085576,1.002209,4.7964,0.248291,22.537348,1.35871092,-1.40870587
1641049,0.977985,-0.46797705,1.005624,2.533012,0.983893,0.76008039,1.016101,3.53373139,1.003424,6.333718,0.244141,22.125331,1.77293161,-1.22805744
1641076,0.973117,-1.64832101,1.004419,2.236593,0.982696,0.46654008,1.014413,3.10769707,1.004404,7.573616,0.244141,22.125331,1.77005292,-2.11486109
1641108,0.973526,-1.54915078,1.00499,2.376923,0.983459,0.65365057,1.013992,3.00144088,1.003528,6.465047,0.244202,22.13139,1.72327243,-2.20280135
1641144,0.976483,-0.83216699,1.005505,2.503745,0.983884,0.75787332,1.014767,3.19704313,1.004217,7.337997,0.242407,21.953253,1.74587168,-1.59004031
1641169,0.973553,-1.54260409,1.003812,2.087258,0.985715,1.20688945,1.013116,2.78034724,1.004526,7.72812,0.244116,22.122907,0.88036855,-2.74949354
1641205,0.972922,-1.69560266,1.003958,2.123279,0.982526,0.42485098,1.013046,2.76267994,1.005002,8.330687,0.241443,21.857519,1.69842802,-2.12045364
1641231,0.974539,-1.30352867,1.003732,2.067747,0.983838,0.74659274,1.014252,3.06706228,1.004455,7.63928,0.244104,22.121695,1.32115426,-2.05012141
1641257,0.971063,-2.14635439,1.003702,2.060243,0.986685,1.44476255,1.013998,3.00295522,1.006738,10.528512,0.247852,22.493723,0.61548045,-3.59111694
1641299,0.974045,-1.42330885,1.002319,1.720299,0.986142,1.31160266,1.014395,3.10315405,1.004639,7.871037,0.239648,21.679382,0.40869634,-2.73491151
1641326,0.976935,-0.72257055,1.002853,1.851624,0.98309,0.5631607,1.0156,3.407284,1.004217,7.337997,0.247302,22.439191,1.2884633,-1.28573125
1641363,0.976053,-0.93642909,1.004227,2.189316,0.982675,0.46139025,1.015976,3.50218264,1.005414,8.85214,0.242468,21.959312,1.72792575,-1.39781934
1641396,0.97587,-0.9808011,1.004098,2.157799,0.984036,0.79514828,1.014804,3.20638156,1.005423,8.863727,0.244092,22.120483,1.36265072,-1.77594938
1641421,0.977551,-0.57320903,1.003592,2.033228,0.982825,0.49817475,1.015573,3.40046947,1.003769,6.770193,0.244128,22.124119,1.53505325,-1.07138378
1641456,0.972473,-1.80447169,1.003436,1.994956,0.984711,0.96067853,1.014416,3.10845424,1.004462,7.647005,0.244141,22.125331,1.03427747,-2.76515022
1641498,0.971878,-1.94874134,1.004007,2.135286,0.985068,1.04822564,1.014084,3.02466076,1.005493,8.952567,0.244141,22.125331,1.08706036,-2.99696698
1641520,0.974777,-1.24582081,1.004373,2.225337,0.983417,0.64335091,1.01525,3.3189475,1.004315,7.4616,0.240772,21.790869,1.58198609,-1.88917172
1641555,0.975107,-1.16580571,1.003424,1.991954,0.986313,1.35353699,1.013208,2.80356712,1.004944,8.257298,0.244141,22.125331,0.63841701,-2.5193427
1641590,0.974444,-1.32656332,1.004785,2.326645,0.985516,1.15808868,1.013806,2.95449634,1.003595,6.550024,0.246753,22.384659,1.16855632,-2.484652
1641613,0.972754,-1.73633762,1.003607,2.03698,0.986133,1.30939559,1.013492,2.87524588,1.004849,8.137557,0.244128,22.124119,0.72758441,-3.04573321
1641649,0.973746,-1.49580738,1.003628,2.042233,0.983298,0.61416854,1.014313,3.08245807,1.004623,7.851724,0.245007,22.21137,1.42806446,-2.10997592
1641694,0.975165,-1.15174245,1.004645,2.292125,0.983884,0.75787332,1.015121,3.28638919,1.003436,6.349169,0.244177,22.128966,1.53425168,-1.90961577
1641717,0.9767,-0.779551,1.005856,2.590045,0.984338,0.86920774,1.016229,3.56603731,1.004938,8.249573,0.24408,22.119272,1.72083726,-1.64875874
1641756,0.975278,-1.12434334,1.005267,2.445212,0.985126,1.06244898,1.013931,2.98604509,1.004523,7.724258,0.242102,21.922957,1.38276302,-2.18679232
1641780,0.97764,-0.5516292,1.003146,1.923665,0.984598,0.93296754,1.015826,3.46432414,1.005124,8.485192,0.242993,22.01142,0.99069746,-1.48459674
1641816,0.974737,-1.25551961,1.005096,2.403188,0.981973,0.28923879,1.015472,3.37497808,1.003845,6.866758,0.24314,22.025962,2.11394921,-1.5447584
1641853,0.977161,-0.66777233,1.003418,1.990453,0.984518,0.91334914,1.014352,3.09230128,1.005209,8.593345,0.244141,22.125331,1.07710386,-1.58112147
1641874,0.971542,-2.03021126,1.003778,2.079004,0.986285,1.34667055,1.013275,2.82047725,1.004571,7.786059,0.244116,22.122907,0.73233345,-3.37688181
1641917,0.97633,-0.8692649,1.005295,2.451966,0.983371,0.63207033,1.015185,3.30254215,1.003424,6.333718,0.244116,22.122907,1.81989567,-1.50133523
1641935,0.971945,-1.93249585,1.006277,2.693604,0.985797,1.22699831,1.013214,2.80508146,1.003433,6.345306,0.245129,22.223488,1.46660569,-3.15949416
1641970,0.976645,-0.79288685,1.003766,2.076002,0.986844,1.48375412,1.016263,3.57461857,1.006073,9.686463,0.244092,22.120483,0.59224788,-2.27664097
1641995,0.9724,-1.822172,1.004001,2.133785,0.982989,0.53839247,1.01409,3.0261751,1.003406,6.310543,0.244128,22.124119,1.59539253,-2.36056447
1642032,0.976211,-0.89811883,1.004462,2.247099,0.983362,0.62986326,1.017343,3.84719977,1.003271,6.140588,0.246802,22.389507,1.61723574,-1.52798209
1642068,0.974414,-1.33383742,1.003442,1.996457,0.986764,1.46413572,1.014691,3.17786149,1.00668,10.455123,0.240772,21.790869,0.53232128,-2.79797314
1642092,0.977701,-0.53683853,1.006613,2.77615,0.983887,0.75860901,1.018024,4.01907736,1.003427,6.337581,0.242737,21.985972,2.01754099,-1.29544754
1642128,0.970605,-2.25740565,1.004101,2.158549,0.986255,1.33931365,1.013846,2.96459194,1.003476,6.399383,0.241858,21.898721,0.81923535,-3.5967193
1642151,0.972433,-1.81417049,1.004178,2.17731,0.983749,0.72476727,1.013986,2.99992654,1.003311,6.190802,0.244568,22.167744,1.45254273,-2.53893776
1642197,0.97413,-1.4026989,1.00412,2.163051,0.983383,0.63501309,1.013229,2.80886731,1.003607,6.565475,0.241357,21.849036,1.52803791,-2.03771199
1642220,0.975986,-0.95267458,1.004907,2.356662,0.983612,0.69117076,1.015552,3.39516928,1.004809,8.087343,0.240808,21.794505,1.66549124,-1.64384534
1642257,0.972427,-1.81562531,1.003436,1.994956,0.986056,1.29051288,1.01394,2.9883166,1.005829,9.377454,0.24408,22.119272,0.70444312,-3.10613819
1642282,0.975619,-1.04166107,1.002469,1.75707,0.985586,1.17525478,1.012814,2.70412546,1.004526,7.72812,0.244153,22.126542,0.58181522,-2.21691585
1642324,0.974466,-1.32122898,1.00499,2.376923,0.98338,0.6342774,1.014761,3.19552879,1.003039,5.847029,0.24165,21.87812,1.7426456,-1.95550638
1642359,0.976898,-0.73154194,1.005359,2.467725,0.984637,0.94253151,1.014834,3.21395326,1.003812,6.82427,0.244299,22.141084,1.52519349,-1.67407345
1642418,0.973392,-1.58164176,1.003662,2.050487,0.98287,0.5092101,1.013638,2.91209482,1.005847,9.40063,0.244165,22.127754,1.5412769,-2.09085186
1642452,0.973071,-1.65947463,1.004114,2.161551,0.984561,0.92389403,1.014032,3.01153648,1.003097,5.920419,0.242773,21.989607,1.23765697,-2.58336866
